ensembl_gene_id,uniprotkb_canonical_ac,status,genename,brain
ENSMUSG00000004568,Q6P9R4-4,reviewed,"""Arhgef18""",3.8573
ENSMUSG00000004565,Q3TRM4-1,reviewed,"""Pnpla6""",4.1425
ENSMUSG00000004567,Q99J21-1,reviewed,"""Mcoln1""",6.4777
ENSMUSG00000004561,Q3U2U7-1,reviewed,"""Mettl17""",4.4914
ENSMUSG00000004562,Q3UPH7-1,reviewed,"""Arhgef40""",4.3039
ENSMUSG00000073563,Q8C4X2-1,reviewed,"""Csnk1g3""",3.3593
ENSMUSG00000031740,P33434-1,reviewed,"""Mmp2""",0.1997
ENSMUSG00000038346,E9Q1A5-1,unreviewed,"""Zfp384""",4.3433
ENSMUSG00000038047,Q6NV99-1,unreviewed,"""Haus6""",0.8177
ENSMUSG00000038046,Q5ND52-1,reviewed,"""Mrm3""",2.8457
ENSMUSG00000030801,Q9D1P2-1,reviewed,"""Kat8""",3.7419
ENSMUSG00000030556,Q3TX51-1,reviewed,"""Lrrc28""",3.0823
ENSMUSG00000038102,B2RXC1-1,reviewed,"""Trappc11""",4.1618
ENSMUSG00000037275,Q8BX17-1,reviewed,"""Gemin5""",2.0981
ENSMUSG00000036995,Q5U464-1,reviewed,"""Asap3""",0.8349
ENSMUSG00000036990,B2RRE7-1,reviewed,"""Otud4""",3.5899
ENSMUSG00000036992,Q9QZV9-1,reviewed,"""Nxt1""",3.172
ENSMUSG00000057667,Q5U5M8-1,reviewed,"""Bloc1s3""",2.211
ENSMUSG00000063801,Q8BSZ2-1,reviewed,"""Ap3s2""",4.1634
ENSMUSG00000037270,A2AAE1-1,reviewed,"""Kiaa1109""",4.3109
ENSMUSG00000011096,Q9D1F4-1,reviewed,"""Akt1s1""",5.4106
ENSMUSG00000067787,P62951-1,reviewed,"""Blcap""",5.6948
ENSMUSG00000022332,Q9R226-1,reviewed,"""Khdrbs3""",5.5279
ENSMUSG00000022336,P60229-1,reviewed,"""Eif3e""",4.9758
ENSMUSG00000089682,P70345-1,reviewed,"""Bcl2l2""",5.357
ENSMUSG00000041438,Q8R2N2-1,reviewed,"""Utp4""",3.6692
ENSMUSG00000036686,Q8K1A6-1,reviewed,"""Cc2d1a""",4.0991
ENSMUSG00000003033,P35585-1,reviewed,"""Ap1m1""",5.6019
ENSMUSG00000003031,P46414-1,reviewed,"""Cdkn1b""",3.6911
ENSMUSG00000003037,P55258-1,reviewed,"""Rab8a""",4.6767
ENSMUSG00000020790,Q810B6-1,reviewed,"""Ankfy1""",3.6887
ENSMUSG00000020792,O35250-1,reviewed,"""Exoc7""",5.4906
ENSMUSG00000020794,P62254-1,reviewed,"""Ube2g1""",4.0756
ENSMUSG00000075595,Q5DU09-1,reviewed,"""Znf652""",3.225
ENSMUSG00000040433,Q3LR78-1,unreviewed,"""Zbtb38""",3.4245
ENSMUSG00000034595,Q8BQ30-1,reviewed,"""Ppp1r18""",1.8392
ENSMUSG00000039316,Q6A0D4-1,reviewed,"""Rftn1""",2.1092
ENSMUSG00000044148,Q8C5K5-1,reviewed,,3.2909
ENSMUSG00000029763,O35382-1,reviewed,"""Exoc4""",3.6033
ENSMUSG00000029439,Q3USH5-1,reviewed,"""Sfswap""",5.2903
ENSMUSG00000029767,O35887-1,reviewed,"""Calu""",4.9642
ENSMUSG00000004980,O88569-1,reviewed,"""Hnrnpa2b1""",7.7148
ENSMUSG00000028140,Q99N94-1,reviewed,"""Mrpl9""",4.4551
ENSMUSG00000025647,Q9D7I0-1,reviewed,"""Shisa5""",5.4933
ENSMUSG00000025646,Q8BMG1-1,reviewed,"""Atrip""",4.038
ENSMUSG00000028149,E9Q912-1,unreviewed,"""Rap1gds1""",6.4232
ENSMUSG00000021156,Q8R5C8-1,reviewed,"""Zmynd11""",6.6758
ENSMUSG00000039275,Q3UCQ1-1,reviewed,"""Foxk2""",4.6716
ENSMUSG00000039886,Q8C1E7-1,reviewed,"""Tmem120a""",3.0145
ENSMUSG00000039887,Q9D081-1,reviewed,"""Alg14""",3.4054
ENSMUSG00000046876,P54254-1,reviewed,"""Atxn1""",3.406
ENSMUSG00000036202,Q6PR54-1,reviewed,"""Rif1""",2.7062
ENSMUSG00000049932,P27661-1,reviewed,"""H2afx""",4.4595
ENSMUSG00000012017,P59222-1,reviewed,"""Scarf2""",0.485
ENSMUSG00000062867,P24547-1,reviewed,"""Impdh2""",3.4684
ENSMUSG00000007867,Q9DA69-1,reviewed,"""Ift43""",3.5537
ENSMUSG00000042032,Q99LB6-1,reviewed,"""Mat2b""",5.872
ENSMUSG00000031622,Q62141-4,reviewed,"""Sin3b""",5.407
ENSMUSG00000017009,O35988-1,reviewed,"""Sdc4""",4.5128
ENSMUSG00000024066,Q00519-1,reviewed,"""Xdh""",0.4443
ENSMUSG00000025731,Q9DCS2-1,reviewed,"""Mettl26""",5.2065
ENSMUSG00000024063,Q9CX60-1,reviewed,"""Lbh""",4.2095
ENSMUSG00000021540,P97454-1,reviewed,"""Smad5""",3.0501
ENSMUSG00000060591,Q99J93-1,reviewed,"""Ifitm2""",4.028
ENSMUSG00000024068,Q9QYY8-1,reviewed,"""Spast""",3.3957
ENSMUSG00000021549,E9PYG6-1,unreviewed,"""Rasa1""",5.0188
ENSMUSG00000068747,Q6PHU5-1,reviewed,"""Sort1""",6.1118
ENSMUSG00000068742,Q9R194-1,reviewed,"""Cry2""",5.2966
ENSMUSG00000068036,Q9QZQ1-3,reviewed,"""Afdn""",5.4381
ENSMUSG00000068039,P11983-1,reviewed,"""Tcp1""",6.1652
ENSMUSG00000025735,Q8VC82-1,reviewed,"""Rhbdl1""",5.191
ENSMUSG00000067924,Q9D1F0-1,unreviewed,"""Rtl8b""",6.3476
ENSMUSG00000042275,Q80X73-1,reviewed,"""Pelo""",3.0932
ENSMUSG00000064289,P70347-1,reviewed,"""Tank""",3.9956
ENSMUSG00000002329,Q9D967-1,reviewed,"""Mdp1""",4.1216
ENSMUSG00000025041,Q3V1L4-1,reviewed,"""Nt5c2""",4.5184
ENSMUSG00000090266,A2AA28-1,reviewed,"""Mettl23""",3.866
ENSMUSG00000002325,Q61179-1,reviewed,"""Irf9""",3.0277
ENSMUSG00000002326,Q99L27-1,reviewed,"""Gmpr2""",3.7478
ENSMUSG00000002320,Q9DBU0-1,reviewed,"""Tm9sf1""",4.0391
ENSMUSG00000036052,O89114-1,reviewed,"""Dnajb5""",5.6123
ENSMUSG00000053436,P47811-1,reviewed,"""Mapk14""",5.6225
ENSMUSG00000002635,Q8C5N5-1,reviewed,"""Pdcd2l""",3.6696
ENSMUSG00000044600,Q5RKS2-1,reviewed,"""Smim7""",5.0656
ENSMUSG00000034424,Q91WK5-1,reviewed,"""Gcsh""",5.2231
ENSMUSG00000086158,V9GXK1-1,unreviewed,"""Ccpg1os""",2.7943
ENSMUSG00000032648,Q9WUB3-1,reviewed,"""Pygm""",4.381
ENSMUSG00000041079,Q99M03-1,reviewed,"""Rwdd2b""",2.0519
ENSMUSG00000018974,Q9JLI8-1,reviewed,"""Sart3""",3.8106
ENSMUSG00000026466,Q921T2-1,reviewed,"""Tor1aip1""",3.3866
ENSMUSG00000024683,Q99N93-1,reviewed,"""Mrpl16""",4.0884
ENSMUSG00000024687,Q3B7Z2-1,reviewed,"""Osbp""",3.9506
ENSMUSG00000027540,P35821-1,reviewed,"""Ptpn1""",4.09
ENSMUSG00000032316,O35492-1,reviewed,"""Clk3""",4.632
ENSMUSG00000038690,P56135-1,reviewed,"""Atp5mf""",7.2478
ENSMUSG00000038696,Q8BKH7-1,reviewed,"""Mapkap1""",4.731
ENSMUSG00000006800,Q8CFG0-1,reviewed,"""Sulf2""",4.8441
ENSMUSG00000001855,Q80U93-1,reviewed,"""Nup214""",3.8385
ENSMUSG00000001674,Q8K363-1,reviewed,"""Ddx18""",3.8459
ENSMUSG00000020946,O35166-1,reviewed,"""Gosr2""",5.1573
ENSMUSG00000027263,Q9D4F8-1,reviewed,"""Tubgcp4""",3.9545
ENSMUSG00000005575,P61082-1,reviewed,"""Ube2m""",7.4925
ENSMUSG00000050777,Q9JJV3-1,reviewed,"""Tmem37""",0.5018
ENSMUSG00000030045,Q9D338-1,reviewed,"""Mrpl19""",2.7062
ENSMUSG00000037012,P17710-1,reviewed,"""Hk1""",6.6025
ENSMUSG00000030042,Q9CQ36-1,reviewed,"""Pole4""",4.2327
ENSMUSG00000040385,P62137-1,reviewed,"""Ppp1ca""",7.0228
ENSMUSG00000040383,Q8CFQ3-1,reviewed,"""Aqr""",3.4632
ENSMUSG00000027088,Q9D9M5-1,reviewed,"""Phospho2""",3.6068
ENSMUSG00000019590,Q60720-1,reviewed,"""Cyb561""",4.5141
ENSMUSG00000027080,Q8C1S0-1,reviewed,"""Med19""",3.7139
ENSMUSG00000027087,P43406-1,reviewed,"""Itgav""",4.6891
ENSMUSG00000027881,Q80SY5-1,reviewed,"""Prpf38b""",5.3035
ENSMUSG00000027883,Q8VDU0-1,reviewed,"""Gpsm2""",3.3365
ENSMUSG00000027882,Q60770-1,reviewed,"""Stxbp3""",3.6342
ENSMUSG00000027884,Q99LI2-1,reviewed,"""Clcc1""",4.1648
ENSMUSG00000027889,Q9DBT5-1,reviewed,"""Ampd2""",6.1577
ENSMUSG00000041921,Q9CPW9-1,reviewed,"""Metap1d""",4.6518
ENSMUSG00000041926,Q8VCT3-1,reviewed,"""Rnpep""",4.5081
ENSMUSG00000031310,Q9JLM4-1,reviewed,"""Zmym3""",6.4127
ENSMUSG00000031311,Q99K48-1,reviewed,"""Nono""",6.0616
ENSMUSG00000071644,Q9D8N0-1,reviewed,"""Eef1g""",6.5042
ENSMUSG00000071645,Q8R3F9-1,reviewed,"""Tut1""",2.8669
ENSMUSG00000071647,Q8VC03-1,reviewed,"""Eml3""",2.435
ENSMUSG00000026131,Q91ZU6-1,reviewed,"""Dst""",5.5144
ENSMUSG00000026688,Q9CPU4-1,reviewed,"""Mgst3""",6.4884
ENSMUSG00000071649,P58158-1,reviewed,"""B3gat3""",6.1701
ENSMUSG00000026135,G5E869-1,unreviewed,"""Zfp142""",3.3133
ENSMUSG00000040034,P59235-1,reviewed,"""Nup43""",1.9899
ENSMUSG00000061740,Q9JKY7-1,unreviewed,"""Cyp2d22""",4.0175
ENSMUSG00000034165,P30282-1,reviewed,"""Ccnd3""",4.1526
ENSMUSG00000034163,B2RT41-1,unreviewed,"""Zfc3h1""",5.5567
ENSMUSG00000034160,Q8CGY8-1,reviewed,"""Ogt""",7.0542
ENSMUSG00000029152,Q9CRD0-1,reviewed,"""Ociad1""",7.1526
ENSMUSG00000020956,Q8BHA3-1,reviewed,"""Dtd2""",2.5091
ENSMUSG00000026356,Q922B2-1,reviewed,"""Dars""",4.3531
ENSMUSG00000015095,Q9QXW2-1,reviewed,"""Fbxw5""",5.1094
ENSMUSG00000015094,Q64322-1,reviewed,"""Npdc1""",7.4582
ENSMUSG00000015092,Q9JMG1-1,reviewed,"""Edf1""",6.8991
ENSMUSG00000025816,Q9JLR1-1,reviewed,"""Sec61a2""",6.0766
ENSMUSG00000025817,Q9JKX6-1,reviewed,"""Nudt5""",3.1693
ENSMUSG00000025812,Q99NH2-1,reviewed,"""Pard3""",2.5506
ENSMUSG00000022451,Q91YR1-1,reviewed,"""Twf1""",4.3703
ENSMUSG00000022450,Q9CQZ5-1,reviewed,"""Ndufa6""",7.6664
ENSMUSG00000022453,Q9QWR8-1,reviewed,"""Naga""",3.5757
ENSMUSG00000022452,Q9DB10-1,reviewed,"""Smdt1""",6.9202
ENSMUSG00000020475,O70250-1,reviewed,"""Pgam2""",2.3103
ENSMUSG00000049728,Q8K2R5-1,reviewed,"""Znf668""",2.8331
ENSMUSG00000042719,Q8BWZ3-1,reviewed,"""Naa25""",3.1559
ENSMUSG00000057691,Q3U133-1,reviewed,"""Znf746""",3.2602
ENSMUSG00000026864,P20029-1,reviewed,"""Hspa5""",6.3247
ENSMUSG00000036835,Q9CQR7-1,reviewed,"""Psenen""",4.7345
ENSMUSG00000036833,A2AJ88-1,reviewed,"""Pnpla7""",3.2051
ENSMUSG00000007458,P24668-1,reviewed,"""M6pr""",5.0106
ENSMUSG00000028688,Q9D2E2-1,reviewed,"""Toe1""",2.9484
ENSMUSG00000028689,A2AGD7-1,unreviewed,"""Ccdc163""",3.0672
ENSMUSG00000059970,P17156-1,reviewed,"""Hspa2""",4.3331
ENSMUSG00000028684,P70697-1,reviewed,"""Urod""",5.1828
ENSMUSG00000026867,Q6PAR5-1,reviewed,"""Gapvd1""",4.5221
ENSMUSG00000029263,D3Z3Y1-1,unreviewed,"""Pigg""",2.0443
ENSMUSG00000003518,Q9D7X3-1,reviewed,"""Dusp3""",5.6453
ENSMUSG00000034786,Q3U1Z5-1,reviewed,"""Gpsm3""",0.6239
ENSMUSG00000034789,P35290-1,reviewed,"""Rab24""",4.9628
ENSMUSG00000029482,Q9D2R0-1,reviewed,"""Aacs""",4.4427
ENSMUSG00000055148,Q60843-1,reviewed,"""Klf2""",2.1554
ENSMUSG00000038844,B1AVY7-1,reviewed,"""Kif16b""",1.6326
ENSMUSG00000029265,Q91WV0-1,reviewed,"""Dr1""",3.6808
ENSMUSG00000038848,P59326-1,reviewed,"""Ythdf1""",4.2988
ENSMUSG00000020167,P15806-1,reviewed,"""Tcf3""",3.8799
ENSMUSG00000020166,Q8C5L3-1,reviewed,"""Cnot2""",5.0055
ENSMUSG00000020163,Q9CPX8-1,reviewed,"""Uqcr11""",8.8377
ENSMUSG00000020160,Q60954-1,reviewed,"""Meis1""",2.7385
ENSMUSG00000015165,Q8R081-1,reviewed,"""Hnrnpl""",7.3529
ENSMUSG00000025102,Q9CRC3-1,reviewed,,3.9585
ENSMUSG00000025103,P58544-1,reviewed,"""Btbd1""",5.1559
ENSMUSG00000028420,Q9DAV9-1,reviewed,"""Tmem38b""",2.0204
ENSMUSG00000018362,P52293-1,reviewed,"""Kpna2""",2.6
ENSMUSG00000018363,A2A5Z6-1,reviewed,"""Smurf2""",3.0025
ENSMUSG00000049807,Q69ZH9-1,reviewed,"""Arhgap23""",4.6134
ENSMUSG00000048497,Q8R3L0-1,reviewed,"""Mmgt2""",3.9616
ENSMUSG00000066571,Q8C5X1-1,unreviewed,"""4931406P16Rik""",3.2821
ENSMUSG00000035781,Q4VBF2-1,reviewed,"""R3hdm4""",6.8141
ENSMUSG00000040188,Q9ERN0-1,reviewed,"""Scamp2""",3.5892
ENSMUSG00000045128,P62717-1,reviewed,"""Rpl18a""",6.2884
ENSMUSG00000029655,Q8JZS6-1,reviewed,"""N4bp2l2""",4.1635
ENSMUSG00000067148,P52432-1,reviewed,"""Polr1c""",4.5118
ENSMUSG00000018509,Q9CXS4-1,reviewed,"""Cenpv""",5.0563
ENSMUSG00000053841,Q6PAM1-1,reviewed,"""Txlna""",3.7674
ENSMUSG00000017631,Q5SSL4-1,reviewed,"""Abr""",6.9277
ENSMUSG00000032038,Q91Y74-1,reviewed,"""St3gal4""",2.4844
ENSMUSG00000052428,Q921L3-1,reviewed,"""Tmco1""",3.3039
ENSMUSG00000027429,Q9D662-1,reviewed,"""Sec23b""",4.4533
ENSMUSG00000032782,Q8CB62-1,reviewed,"""Cntrob""",3.7
ENSMUSG00000052423,Q91YY2-1,reviewed,"""B4galt3""",5.1586
ENSMUSG00000032035,P27577-1,reviewed,"""Ets1""",1.61
ENSMUSG00000001119,Q04857-1,reviewed,"""Col6a1""",4.9131
ENSMUSG00000001441,Q11011-1,reviewed,"""Npepps""",5.6527
ENSMUSG00000001440,P70168-1,reviewed,"""Kpnb1""",5.2579
ENSMUSG00000056666,Q64FW2-1,reviewed,"""Retsat""",3.0836
ENSMUSG00000001445,Q3TBW2-1,reviewed,"""Mrpl10""",4.7563
ENSMUSG00000019362,Q8R1F0-1,reviewed,"""D8Ertd738e""",6.2977
ENSMUSG00000037003,Q8CGB6-1,reviewed,"""Tns2""",2.1831
ENSMUSG00000048833,Q8BFU1-1,reviewed,"""Slc39a9""",3.392
ENSMUSG00000048832,Q8R105-1,reviewed,"""Vps37c""",3.1966
ENSMUSG00000033253,A2A9C3-1,reviewed,"""Szt2""",3.704
ENSMUSG00000033257,Q80UG8-1,reviewed,"""Ttll4""",3.1011
ENSMUSG00000021959,G3UXG3-1|Q7TSJ6-1,unreviewed|reviewed,"""Gm49361""|""Lats2""",3.0199
ENSMUSG00000024474,Q9Z1M8-1,reviewed,"""Ik""",5.7292
ENSMUSG00000021484,Q9DBH5-1,reviewed,"""Lman2""",4.3175
ENSMUSG00000074305,Q69Z38-1,reviewed,"""Peak1""",2.4244
ENSMUSG00000055024,B2RWS6-1,reviewed,"""Ep300""",3.551
ENSMUSG00000071072,Q9R0Q7-1,reviewed,"""Ptges3""",4.9467
ENSMUSG00000071074,Q3UDR8-1,reviewed,"""Yipf3""",5.384
ENSMUSG00000031503,P08122-1,reviewed,"""Col4a2""",3.4805
ENSMUSG00000071078,Q3TV70-1,reviewed,"""Nr2c2ap""",2.7111
ENSMUSG00000010362,Q9CQK3-1,reviewed,"""Rdm1""",2.3349
ENSMUSG00000040390,Q66L42-1,reviewed,"""Map3k10""",5.8661
ENSMUSG00000033075,P59110-1,reviewed,"""Senp1""",2.4778
ENSMUSG00000036550,Q6ZQ08-1,reviewed,"""Cnot1""",3.8553
ENSMUSG00000036552,Q8C5D3-1|E9Q048-1|F6UWZ4-1,unreviewed|unreviewed|unreviewed,"""9030025P20Rik""|""Ermard""|""Gm3435""",3.5014
ENSMUSG00000024218,Q99JX1-1,reviewed,"""Taf11""",4.3354
ENSMUSG00000024217,Q62241-1,reviewed,"""Snrpc""",4.473
ENSMUSG00000024213,Q9JI46-1,reviewed,"""Nudt3""",7.2763
ENSMUSG00000039703,P60670-1,reviewed,"""Nploc4""",4.59
ENSMUSG00000049124,P62309-1,reviewed,"""Snrpg""",5.0973
ENSMUSG00000062647,P12970-1,reviewed,"""Rpl7a""",6.7764
ENSMUSG00000023087,O35710-1,reviewed,"""Noct""",3.8566
ENSMUSG00000025666,Q9JJG6-1,reviewed,"""Tmem47""",5.0387
ENSMUSG00000023088,O35379-1,reviewed,"""Abcc1""",2.6437
ENSMUSG00000007216,Q8BI73-1,reviewed,"""Znf775""",1.2916
ENSMUSG00000004099,P13864-1,reviewed,"""Dnmt1""",3.8368
ENSMUSG00000061979,Q9CYF5-1,reviewed,"""Rcc1l""",3.1388
ENSMUSG00000051695,P60335-1,reviewed,"""Pcbp1""",6.1629
ENSMUSG00000004096,Q9JHS9-1,reviewed,"""Cwc15""",5.2772
ENSMUSG00000079020,Q0P5V9-1,reviewed,"""Slc45a4""",3.7237
ENSMUSG00000060600,P21550-1,reviewed,"""Eno3""",3.5867
ENSMUSG00000041718,Q9D8C3-1,reviewed,"""Alg13""",2.3697
ENSMUSG00000033781,Q8VBX0-1,reviewed,"""Asb13""",4.6554
ENSMUSG00000045193,P60824-1,reviewed,"""Cirbp""",6.3055
ENSMUSG00000041241,Q8VCM5-1,reviewed,"""Mul1""",4.1639
ENSMUSG00000033788,Q9ESD7-1,reviewed,"""Dysf""",1.2288
ENSMUSG00000000420,O08912-1,reviewed,"""Galnt1""",4.134
ENSMUSG00000005142,O09159-1,reviewed,"""Man2b1""",3.6167
ENSMUSG00000048756,Q9WVH4-1,reviewed,"""Foxo3""",3.7829
ENSMUSG00000047714,Q9DCL8-1,reviewed,"""Ppp1r2""",4.7853
ENSMUSG00000047719,Q9DC60-1,reviewed,"""Ubiad1""",2.0529
ENSMUSG00000038069,Q8BI72-1,reviewed,"""Cdkn2aip""",2.1298
ENSMUSG00000030527,Q91X84-1,reviewed,"""Crtc3""",2.811
ENSMUSG00000030259,Q8CJ96-1,reviewed,"""Rassf8""",3.1
ENSMUSG00000048997,Q8C8K6-1,unreviewed,"""Atxn7l2""",3.886
ENSMUSG00000027746,P61961-1,reviewed,"""Ufm1""",4.6857
ENSMUSG00000048000,Q6Y7W8-1,reviewed,"""Gigyf2""",4.894
ENSMUSG00000024069,Q8BJM5-1,reviewed,"""Slc30a6""",2.6174
ENSMUSG00000070705,E9Q2Y0-1,unreviewed,"""Eid2b""",3.3384
ENSMUSG00000022136,Q91YW3-1,reviewed,"""Dnajc3""",3.3464
ENSMUSG00000031787,Q8BG40-1,reviewed,"""Katnb1""",4.0903
ENSMUSG00000022130,Q8VDR7-1,reviewed,"""Tgds""",1.3581
ENSMUSG00000022131,Q8BPS4-1,reviewed,"""Gpr180""",3.0162
ENSMUSG00000031788,O35231-1,reviewed,"""Kifc3""",4.1825
ENSMUSG00000022139,Q8C181-1,reviewed,"""Mbnl2""",5.2931
ENSMUSG00000055737,P16882-1,reviewed,"""Ghr""",2.0274
ENSMUSG00000000934,Q8R4U6-1,reviewed,"""Top1mt""",2.8694
ENSMUSG00000028607,P52825-1,reviewed,"""Cpt2""",2.0232
ENSMUSG00000034709,Q3TDD9-1,reviewed,"""Ppp1r21""",4.6566
ENSMUSG00000057594,B1ATY8-1,unreviewed,"""Arl16""",4.3741
ENSMUSG00000023456,P17751-1,reviewed,"""Tpi1""",8.5466
ENSMUSG00000054723,Q8BP01-1,reviewed,"""Vmac""",2.7786
ENSMUSG00000051346,Q91WK1-1,reviewed,"""Spryd4""",2.1156
ENSMUSG00000048546,Q9JM55-1,reviewed,"""Tob2""",2.9547
ENSMUSG00000078484,Q6TDP3-1,reviewed,"""Klhl17""",4.832
ENSMUSG00000022680,Q99K01-1,reviewed,"""Pdxdc1""",4.9797
ENSMUSG00000022681,Q64311-1,reviewed,"""Ntan1""",5.5511
ENSMUSG00000022682,B2RS91-1,reviewed,"""Rrn3""",3.9358
ENSMUSG00000022684,Q8R079-1,reviewed,"""Bfar""",4.0341
ENSMUSG00000090213,Q99LQ7-1,reviewed,"""Tmem189""",4.8449
ENSMUSG00000034707,Q8BFR4-1,reviewed,"""Gns""",4.3024
ENSMUSG00000043372,Q3TVI4-1,reviewed,"""Hexim2""",2.9329
ENSMUSG00000057778,Q5SSH8-1,reviewed,"""Cyb5d2""",2.6458
ENSMUSG00000025487,Q9WVJ2-1,reviewed,"""Psmd13""",5.6832
ENSMUSG00000025486,Q8R104-1,reviewed,"""Sirt3""",5.501
ENSMUSG00000025485,Q3TIR3-1,reviewed,"""Ric8a""",4.927
ENSMUSG00000025484,O35153-1,reviewed,"""Bet1l""",4.0253
ENSMUSG00000034575,Q6PB75-1,reviewed,"""Tent4a""",3.4693
ENSMUSG00000037563,P14131-1,reviewed,"""Rps16""",6.9971
ENSMUSG00000039254,Q8R2R1-1,reviewed,"""Pomt1""",3.4711
ENSMUSG00000035958,Q9JJX7-1,reviewed,"""Tdp2""",3.2266
ENSMUSG00000035953,Q3TWL2-1,reviewed,"""Pip4p1""",6.1946
ENSMUSG00000028165,Q9CQB5-1,reviewed,"""Cisd2""",4.2421
ENSMUSG00000015289,Q9CR70-1,reviewed,"""Lage3""",4.4567
ENSMUSG00000028163,P25799-1,reviewed,"""Nfkb1""",3.2373
ENSMUSG00000028161,P63328-1,reviewed,"""Ppp3ca""",7.9048
ENSMUSG00000034312,Q8R0S2-1,reviewed,"""Iqsec1""",6.0135
ENSMUSG00000034757,Q3V209-1,reviewed,"""Tmub2""",5.2488
ENSMUSG00000021179,Q80XC6-1,reviewed,"""Nrde2""",2.1633
ENSMUSG00000021178,P62192-1,reviewed,"""Psmc1""",6.0403
ENSMUSG00000021171,Q3TZZ7-1,reviewed,"""Esyt2""",2.7031
ENSMUSG00000046598,Q80XN0-1,reviewed,"""Bdh1""",5.523
ENSMUSG00000016481,Q64735-1,reviewed,"""Cr1l""",3.2187
ENSMUSG00000016487,Q8C8U0-1,reviewed,"""Ppfibp1""",3.8262
ENSMUSG00000069237,Q3URQ4-1,unreviewed,"""Fam8a1""",4.416
ENSMUSG00000037405,P13597-1,reviewed,"""Icam1""",0.2065
ENSMUSG00000055491,Q6NZN1-1,reviewed,"""Pprc1""",3.3175
ENSMUSG00000031434,Q8BMD7-1,reviewed,"""Morc4""",1.1866
ENSMUSG00000018774,P31996-1,reviewed,"""Cd68""",2.4466
ENSMUSG00000018770,P56384-1,reviewed,"""Atp5mc3""",8.3732
ENSMUSG00000029518,Q6PHN9-1,reviewed,"""Rab35""",5.2489
ENSMUSG00000053192,P97783-1,reviewed,"""Mllt11""",6.9491
ENSMUSG00000066357,Q99ME2-1,reviewed,"""Wdr6""",5.3783
ENSMUSG00000040139,Q9CX25-1,reviewed,,1.101
ENSMUSG00000024042,Q60670-1,reviewed,"""Sik1""",2.1037
ENSMUSG00000002395,Q9CQ56-1,reviewed,"""Use1""",6.2583
ENSMUSG00000047731,Q8BGW2-1,reviewed,"""Wbp1l""",3.5809
ENSMUSG00000044991,Q9D112-1,reviewed,"""Shld1""",3.1712
ENSMUSG00000040029,Q7TMY7-1,reviewed,"""Ipo8""",3.7538
ENSMUSG00000044442,Q6SKR2-1,reviewed,"""N6amt1""",3.1231
ENSMUSG00000042298,Q8CC21-1,reviewed,"""Ttc19""",4.8957
ENSMUSG00000035048,Q8R034-1,reviewed,"""Anapc13""",6.702
ENSMUSG00000035049,Q6P5B0-1,reviewed,"""Rrp12""",3.0557
ENSMUSG00000017288,Q8CCB4-1,reviewed,"""Vps53""",4.7791
ENSMUSG00000002658,Q3THK3-1,reviewed,"""Gtf2f1""",5.1734
ENSMUSG00000002308,Q9Z1P5-1,reviewed,"""Cd320""",3.7816
ENSMUSG00000039738,Q6P1D7-1,reviewed,"""Slx4""",3.7953
ENSMUSG00000022912,Q08761-1,reviewed,"""Pros1""",1.9617
ENSMUSG00000022913,Q9JK23-1,reviewed,"""Psmg1""",3.5497
ENSMUSG00000022914,Q921C3-1,reviewed,"""Brwd1""",5.1726
ENSMUSG00000018196,Q923X4-1,reviewed,"""Glrx2""",5.7349
ENSMUSG00000024736,Q922P8-1,reviewed,"""Tmem132a""",5.6745
ENSMUSG00000055850,Q9CY62-1,reviewed,"""Rnf181""",5.2705
ENSMUSG00000034168,Q8K3X4-1,reviewed,"""Irf2bpl""",4.3171
ENSMUSG00000038507,Q8BZ20-1,reviewed,"""Parp12""",2.9409
ENSMUSG00000019822,O70572-1,reviewed,"""Smpd2""",3.7259
ENSMUSG00000019823,Q8VDP3-1,reviewed,"""Mical1""",2.5644
ENSMUSG00000019820,E9Q6R7-1,unreviewed,"""Utrn""",2.6428
ENSMUSG00000019826,Q80X44-1,reviewed,"""Zbtb24""",2.3603
ENSMUSG00000010554,Q9CQG2-1,reviewed,"""Mettl16""",2.9562
ENSMUSG00000070284,Q8BTZ7-1,reviewed,"""Gmppb""",3.3923
ENSMUSG00000070283,Q9JKL4-1,reviewed,"""Ndufaf3""",4.9187
ENSMUSG00000036781,Q6ZWY3-1,reviewed,"""Rps27l""",4.5624
ENSMUSG00000038954,Q8BVY4-1,unreviewed,"""Supt3""",2.2123
ENSMUSG00000018999,Q8CIA5-1,reviewed,"""Slc35b4""",4.3923
ENSMUSG00000033191,Q06806-1,reviewed,"""Tie1""",2.1583
ENSMUSG00000047721,Q8BGS2-1,reviewed,"""Bola2""",5.3937
ENSMUSG00000037166,Q91VC7-1,reviewed,"""Ppp1r14a""",4.4932
ENSMUSG00000066640,E9PYR1-1,unreviewed,"""Fbxl18""",3.1928
ENSMUSG00000037787,Q9CQW7-1,reviewed,"""Apopt1""",4.4351
ENSMUSG00000054452,P63002-1,reviewed,"""Aes""",8.1834
ENSMUSG00000001870,Q8CG19-1,reviewed,"""Ltbp1""",1.1081
ENSMUSG00000001300,P52800-1,reviewed,"""Efnb2""",3.5827
ENSMUSG00000029454,A0A0G2JDF3-1|O54992-1,unreviewed|reviewed,"""Mapkapk5""|""Mapkapk5""",5.6588
ENSMUSG00000020219,P62075-1,reviewed,"""Timm13""",5.426
